 log g Teff  log Z Vel   a(CBBED)
 log g Teff  log Z Vel   b(CBBED)
 log g Teff  log Z Vel  xi(CBBED)
 5.00 20000. -2.0  2.0   0.0093
 3.00 21000. -2.0  2.0   0.0745
 3.00 21000. -2.0  2.0   0.2825
 3.00 21000. -2.0  2.0   0.0275
 3.50 21000. -2.0  2.0   0.0746
 3.50 21000. -2.0  2.0   0.2410
 3.50 21000. -2.0  2.0   0.0199
 4.00 21000. -2.0  2.0   0.0781
 4.00 21000. -2.0  2.0   0.2151
 4.00 21000. -2.0  2.0   0.0144
 4.50 21000. -2.0  2.0   0.0805
 4.50 21000. -2.0  2.0   0.2009
 4.50 21000. -2.0  2.0   0.0114
 5.00 21000. -2.0  2.0   0.0816
 5.00 21000. -2.0  2.0   0.1938
 5.00 21000. -2.0  2.0   0.0099
 3.00 22000. -2.0  2.0   0.0708
 3.00 22000. -2.0  2.0   0.2907
 3.00 22000. -2.0  2.0   0.0295
 3.50 22000. -2.0  2.0   0.0695
 3.50 22000. -2.0  2.0   0.2463
 3.50 22000. -2.0  2.0   0.0218
 4.00 22000. -2.0  2.0   0.0730
 4.00 22000. -2.0  2.0   0.2176
 4.00 22000. -2.0  2.0   0.0158
 4.50 22000. -2.0  2.0   0.0757
 4.50 22000. -2.0  2.0   0.2018
 4.50 22000. -2.0  2.0   0.0123
 5.00 22000. -2.0  2.0   0.0770
 5.00 22000. -2.0  2.0   0.1939
 5.00 22000. -2.0  2.0   0.0107
 3.00 23000. -2.0  2.0   0.0683
 3.00 23000. -2.0  2.0   0.2990
 3.00 23000. -2.0  2.0   0.0313
 3.50 23000. -2.0  2.0   0.0645
 3.50 23000. -2.0  2.0   0.2526
 3.50 23000. -2.0  2.0   0.0237
 4.00 23000. -2.0  2.0   0.0680
 4.00 23000. -2.0  2.0   0.2216
 4.00 23000. -2.0  2.0   0.0173
 4.50 23000. -2.0  2.0   0.0708
 4.50 23000. -2.0  2.0   0.2039
 4.50 23000. -2.0  2.0   0.0135
 5.00 23000. -2.0  2.0   0.0722
 5.00 23000. -2.0  2.0   0.1951
 5.00 23000. -2.0  2.0   0.0116
 3.00 24000. -2.0  2.0   0.0674
 3.00 24000. -2.0  2.0   0.3069
 3.00 24000. -2.0  2.0   0.0326
 3.50 24000. -2.0  2.0   0.0600
 3.50 24000. -2.0  2.0   0.2592
 3.50 24000. -2.0  2.0   0.0256
 4.00 24000. -2.0  2.0   0.0631
 4.00 24000. -2.0  2.0   0.2263
 4.00 24000. -2.0  2.0   0.0189
 4.50 24000. -2.0  2.0   0.0662
 4.50 24000. -2.0  2.0   0.2069
 4.50 24000. -2.0  2.0   0.0147
 5.00 24000. -2.0  2.0   0.0678
 5.00 24000. -2.0  2.0   0.1969
 5.00 24000. -2.0  2.0   0.0125
 3.00 25000. -2.0  2.0   0.0681
 3.00 25000. -2.0  2.0   0.3155
 3.00 25000. -2.0  2.0   0.0331
 3.50 25000. -2.0  2.0   0.0562
 3.50 25000. -2.0  2.0   0.2658
 3.50 25000. -2.0  2.0   0.0272
 4.00 25000. -2.0  2.0   0.0585
 4.00 25000. -2.0  2.0   0.2314
 4.00 25000. -2.0  2.0   0.0203
 4.50 25000. -2.0  2.0   0.0616
 4.50 25000. -2.0  2.0   0.2106
 4.50 25000. -2.0  2.0   0.0159
 5.00 25000. -2.0  2.0   0.0633
 5.00 25000. -2.0  2.0   0.1995
 5.00 25000. -2.0  2.0   0.0135
 3.00 26000. -2.0  2.0   0.0675
 3.00 26000. -2.0  2.0   0.3258
 3.00 26000. -2.0  2.0   0.0332
 3.50 26000. -2.0  2.0   0.0531
 3.50 26000. -2.0  2.0   0.2723
 3.50 26000. -2.0  2.0   0.0283
 4.00 26000. -2.0  2.0   0.0543
 4.00 26000. -2.0  2.0   0.2364
 4.00 26000. -2.0  2.0   0.0214
 4.50 26000. -2.0  2.0   0.0574
 4.50 26000. -2.0  2.0   0.2144
 4.50 26000. -2.0  2.0   0.0168
 5.00 26000. -2.0  2.0   0.0594
 5.00 26000. -2.0  2.0   0.2023
 5.00 26000. -2.0  2.0   0.0142
 3.50 27000. -2.0  2.0   0.0505
 3.50 27000. -2.0  2.0   0.2786
 3.50 27000. -2.0  2.0   0.0291
 4.00 27000. -2.0  2.0   0.0509
 4.00 27000. -2.0  2.0   0.2406
 4.00 27000. -2.0  2.0   0.0223
 4.50 27000. -2.0  2.0   0.0537
 4.50 27000. -2.0  2.0   0.2177
 4.50 27000. -2.0  2.0   0.0175
 5.00 27000. -2.0  2.0   0.0556
 5.00 27000. -2.0  2.0   0.2050
 5.00 27000. -2.0  2.0   0.0148
 3.50 28000. -2.0  2.0   0.0476
 3.50 28000. -2.0  2.0   0.2844
 3.50 28000. -2.0  2.0   0.0298
 4.00 28000. -2.0  2.0   0.0482
 4.00 28000. -2.0  2.0   0.2439
 4.00 28000. -2.0  2.0   0.0227
 4.50 28000. -2.0  2.0   0.0505
 4.50 28000. -2.0  2.0   0.2201
 4.50 28000. -2.0  2.0   0.0178
 5.00 28000. -2.0  2.0   0.0525
 5.00 28000. -2.0  2.0   0.2066
 5.00 28000. -2.0  2.0   0.0149
 3.50 29000. -2.0  2.0   0.0426
 3.50 29000. -2.0  2.0   0.2896
 3.50 29000. -2.0  2.0   0.0307
 4.00 29000. -2.0  2.0   0.0454
 4.00 29000. -2.0  2.0   0.2465
 4.00 29000. -2.0  2.0   0.0230
 4.50 29000. -2.0  2.0   0.0482
 4.50 29000. -2.0  2.0   0.2209
 4.50 29000. -2.0  2.0   0.0178
 5.00 29000. -2.0  2.0   0.0500
 5.00 29000. -2.0  2.0   0.2068
 5.00 29000. -2.0  2.0   0.0147
 4.00 30000. -2.0  2.0   0.0421
 4.00 30000. -2.0  2.0   0.2477
 4.00 30000. -2.0  2.0   0.0231
 4.50 30000. -2.0  2.0   0.0463
 4.50 30000. -2.0  2.0   0.2201
 4.50 30000. -2.0  2.0   0.0175
 5.00 30000. -2.0  2.0   0.0486
 5.00 30000. -2.0  2.0   0.2048
 5.00 30000. -2.0  2.0   0.0143
 4.00 31000. -2.0  2.0   0.0383
 4.00 31000. -2.0  2.0   0.2473
 4.00 31000. -2.0  2.0   0.0234
 4.50 31000. -2.0  2.0   0.0440
 4.50 31000. -2.0  2.0   0.2181
 4.50 31000. -2.0  2.0   0.0171
 5.00 31000. -2.0  2.0   0.0473
 5.00 31000. -2.0  2.0   0.2013
 5.00 31000. -2.0  2.0   0.0136
 4.00 32000. -2.0  2.0   0.0340
 4.00 32000. -2.0  2.0   0.2466
 4.00 32000. -2.0  2.0   0.0239
 4.50 32000. -2.0  2.0   0.0418
 4.50 32000. -2.0  2.0   0.2143
 4.50 32000. -2.0  2.0   0.0167
 5.00 32000. -2.0  2.0   0.0459
 5.00 32000. -2.0  2.0   0.1963
 5.00 32000. -2.0  2.0   0.0128
 4.50 33000. -2.0  2.0   0.0391
 4.50 33000. -2.0  2.0   0.2099
 4.50 33000. -2.0  2.0   0.0164
 5.00 33000. -2.0  2.0   0.0445
 5.00 33000. -2.0  2.0   0.1900
 5.00 33000. -2.0  2.0   0.0121
 4.50 34000. -2.0  2.0   0.0357
 4.50 34000. -2.0  2.0   0.2065
 4.50 34000. -2.0  2.0   0.0165
 5.00 34000. -2.0  2.0   0.0431
 5.00 34000. -2.0  2.0   0.1834
 5.00 34000. -2.0  2.0   0.0114
 4.50 35000. -2.0  2.0   0.0307
 4.50 35000. -2.0  2.0   0.2046
 4.50 35000. -2.0  2.0   0.0169
 5.00 35000. -2.0  2.0   0.0405
 5.00 35000. -2.0  2.0   0.1778
 5.00 35000. -2.0  2.0   0.0111
 4.50 37500. -2.0  2.0   0.0133
 4.50 37500. -2.0  2.0   0.2020
 4.50 37500. -2.0  2.0   0.0196
 5.00 37500. -2.0  2.0   0.0293
 5.00 37500. -2.0  2.0   0.1673
 5.00 37500. -2.0  2.0   0.0113
 4.50 40000. -2.0  2.0   0.0017
 4.50 40000. -2.0  2.0   0.1997
 4.50 40000. -2.0  2.0   0.0225
 5.00 40000. -2.0  2.0   0.0170
 5.00 40000. -2.0  2.0   0.1592
 5.00 40000. -2.0  2.0   0.0127
 5.00 42500. -2.0  2.0   0.0093
 5.00 42500. -2.0  2.0   0.1568
 5.00 42500. -2.0  2.0   0.0140
 5.00 45000. -2.0  2.0   0.0056
 5.00 45000. -2.0  2.0   0.1575
 5.00 45000. -2.0  2.0   0.0150
 5.00 47500. -2.0  2.0   0.0037
 5.00 47500. -2.0  2.0   0.1591
 5.00 47500. -2.0  2.0   0.0158
 5.00 50000. -2.0  2.0   0.0020
 5.00 50000. -2.0  2.0   0.1612
 5.00 50000. -2.0  2.0   0.0165
 0.00  3500. -1.5  2.0   0.6544
 0.00  3500. -1.5  2.0   0.0364
 0.00  3500. -1.5  2.0   0.0070
 0.50  3500. -1.5  2.0   0.6568
 0.50  3500. -1.5  2.0   0.0368
 0.50  3500. -1.5  2.0   0.0066
 1.00  3500. -1.5  2.0   0.6512
 1.00  3500. -1.5  2.0   0.0419
 1.00  3500. -1.5  2.0   0.0067
 1.50  3500. -1.5  2.0   0.5788
 1.50  3500. -1.5  2.0   0.0975
 1.50  3500. -1.5  2.0   0.0120
 2.00  3500. -1.5  2.0   0.3783
 2.00  3500. -1.5  2.0   0.2599
 2.00  3500. -1.5  2.0   0.0245
 2.50  3500. -1.5  2.0   0.2062
 2.50  3500. -1.5  2.0   0.3986
 2.50  3500. -1.5  2.0   0.0385
 3.00  3500. -1.5  2.0   0.1230
 3.00  3500. -1.5  2.0   0.4570
 3.00  3500. -1.5  2.0   0.0516
 3.50  3500. -1.5  2.0   0.0909
 3.50  3500. -1.5  2.0   0.4748
 3.50  3500. -1.5  2.0   0.0581
 4.00  3500. -1.5  2.0   0.0871
 4.00  3500. -1.5  2.0   0.4715
 4.00  3500. -1.5  2.0   0.0584
 4.50  3500. -1.5  2.0   0.0951
 4.50  3500. -1.5  2.0   0.4705
 4.50  3500. -1.5  2.0   0.0546
 5.00  3500. -1.5  2.0   0.1142
 5.00  3500. -1.5  2.0   0.4573
 5.00  3500. -1.5  2.0   0.0468
 0.00  3750. -1.5  2.0   0.6074
 0.00  3750. -1.5  2.0   0.0663
 0.00  3750. -1.5  2.0   0.0044
 0.50  3750. -1.5  2.0   0.6067
 0.50  3750. -1.5  2.0   0.0689
 0.50  3750. -1.5  2.0   0.0043
 1.00  3750. -1.5  2.0   0.6054
 1.00  3750. -1.5  2.0   0.0719
 1.00  3750. -1.5  2.0   0.0042
 1.50  3750. -1.5  2.0   0.6000
 1.50  3750. -1.5  2.0   0.0790
 1.50  3750. -1.5  2.0   0.0043
 2.00  3750. -1.5  2.0   0.5796
 2.00  3750. -1.5  2.0   0.0944
 2.00  3750. -1.5  2.0   0.0059
 2.50  3750. -1.5  2.0   0.4564
 2.50  3750. -1.5  2.0   0.1853
 2.50  3750. -1.5  2.0   0.0159
 3.00  3750. -1.5  2.0   0.2718
 3.00  3750. -1.5  2.0   0.3201
 3.00  3750. -1.5  2.0   0.0303
 3.50  3750. -1.5  2.0   0.1510
 3.50  3750. -1.5  2.0   0.4069
 3.50  3750. -1.5  2.0   0.0447
 4.00  3750. -1.5  2.0   0.1037
 4.00  3750. -1.5  2.0   0.4248
 4.00  3750. -1.5  2.0   0.0502
 4.50  3750. -1.5  2.0   0.0694
 4.50  3750. -1.5  2.0   0.4816
 4.50  3750. -1.5  2.0   0.0579
 5.00  3750. -1.5  2.0   0.0718
 5.00  3750. -1.5  2.0   0.4805
 5.00  3750. -1.5  2.0   0.0551
 0.00  4000. -1.5  2.0   0.5442
 0.00  4000. -1.5  2.0   0.1143
 0.00  4000. -1.5  2.0   0.0031
 0.50  4000. -1.5  2.0   0.5432
 0.50  4000. -1.5  2.0   0.1168
 0.50  4000. -1.5  2.0   0.0027
 1.00  4000. -1.5  2.0   0.5459
 1.00  4000. -1.5  2.0   0.1151
 1.00  4000. -1.5  2.0   0.0027
 1.50  4000. -1.5  2.0   0.5456
 1.50  4000. -1.5  2.0   0.1160
 1.50  4000. -1.5  2.0   0.0027
 2.00  4000. -1.5  2.0   0.5420
 2.00  4000. -1.5  2.0   0.1192
 2.00  4000. -1.5  2.0   0.0027
 2.50  4000. -1.5  2.0   0.5351
 2.50  4000. -1.5  2.0   0.1252
 2.50  4000. -1.5  2.0   0.0028
 3.00  4000. -1.5  2.0   0.4808
 3.00  4000. -1.5  2.0   0.1616
 3.00  4000. -1.5  2.0   0.0064
 3.50  4000. -1.5  2.0   0.3375
 3.50  4000. -1.5  2.0   0.2653
 3.50  4000. -1.5  2.0   0.0187
 4.00  4000. -1.5  2.0   0.2039
 4.00  4000. -1.5  2.0   0.3525
 4.00  4000. -1.5  2.0   0.0303
 4.50  4000. -1.5  2.0   0.1237
 4.50  4000. -1.5  2.0   0.4048
 4.50  4000. -1.5  2.0   0.0429
 5.00  4000. -1.5  2.0   0.0900
 5.00  4000. -1.5  2.0   0.4233
 5.00  4000. -1.5  2.0   0.0488
 0.00  4250. -1.5  2.0   0.4704
 0.00  4250. -1.5  2.0   0.1659
 0.00  4250. -1.5  2.0   0.0037
 0.50  4250. -1.5  2.0   0.4792
 0.50  4250. -1.5  2.0   0.1617
 0.50  4250. -1.5  2.0   0.0029
 1.00  4250. -1.5  2.0   0.4723
 1.00  4250. -1.5  2.0   0.1702
 1.00  4250. -1.5  2.0   0.0026
 1.50  4250. -1.5  2.0   0.4675
 1.50  4250. -1.5  2.0   0.1764
 1.50  4250. -1.5  2.0   0.0023
 2.00  4250. -1.5  2.0   0.4722
 2.00  4250. -1.5  2.0   0.1719
 2.00  4250. -1.5  2.0   0.0021
 2.50  4250. -1.5  2.0   0.4758
 2.50  4250. -1.5  2.0   0.1679
 2.50  4250. -1.5  2.0   0.0020
 3.00  4250. -1.5  2.0   0.4748
 3.00  4250. -1.5  2.0   0.1680
 3.00  4250. -1.5  2.0   0.0020
 3.50  4250. -1.5  2.0   0.4490
 3.50  4250. -1.5  2.0   0.1874
 3.50  4250. -1.5  2.0   0.0029
 4.00  4250. -1.5  2.0   0.3566
 4.00  4250. -1.5  2.0   0.2510
 4.00  4250. -1.5  2.0   0.0100
 4.50  4250. -1.5  2.0   0.2372
 4.50  4250. -1.5  2.0   0.3314
 4.50  4250. -1.5  2.0   0.0228
 5.00  4250. -1.5  2.0   0.1491
 5.00  4250. -1.5  2.0   0.3837
 5.00  4250. -1.5  2.0   0.0347
 0.00  4500. -1.5  2.0   0.4119
 0.00  4500. -1.5  2.0   0.1950
 0.00  4500. -1.5  2.0   0.0057
 0.50  4500. -1.5  2.0   0.4011
 0.50  4500. -1.5  2.0   0.2091
 0.50  4500. -1.5  2.0   0.0052
 1.00  4500. -1.5  2.0   0.3947
 1.00  4500. -1.5  2.0   0.2195
 1.00  4500. -1.5  2.0   0.0046
 1.50  4500. -1.5  2.0   0.3917
 1.50  4500. -1.5  2.0   0.2265
 1.50  4500. -1.5  2.0   0.0037
 2.00  4500. -1.5  2.0   0.3960
 2.00  4500. -1.5  2.0   0.2258
 2.00  4500. -1.5  2.0   0.0029
 2.50  4500. -1.5  2.0   0.4026
 2.50  4500. -1.5  2.0   0.2210
 2.50  4500. -1.5  2.0   0.0025
 3.00  4500. -1.5  2.0   0.4073
 3.00  4500. -1.5  2.0   0.2172
 3.00  4500. -1.5  2.0   0.0022
 3.50  4500. -1.5  2.0   0.4070
 3.50  4500. -1.5  2.0   0.2175
 3.50  4500. -1.5  2.0   0.0021
 4.00  4500. -1.5  2.0   0.3898
 4.00  4500. -1.5  2.0   0.2315
 4.00  4500. -1.5  2.0   0.0026
 4.50  4500. -1.5  2.0   0.3314
 4.50  4500. -1.5  2.0   0.2733
 4.50  4500. -1.5  2.0   0.0066
 5.00  4500. -1.5  2.0   0.2443
 5.00  4500. -1.5  2.0   0.3228
 5.00  4500. -1.5  2.0   0.0162
 0.00  4750. -1.5  2.0   0.3778
 0.00  4750. -1.5  2.0   0.2038
 0.00  4750. -1.5  2.0   0.0072
 0.50  4750. -1.5  2.0   0.3636
 0.50  4750. -1.5  2.0   0.2179
 0.50  4750. -1.5  2.0   0.0072
 1.00  4750. -1.5  2.0   0.3482
 1.00  4750. -1.5  2.0   0.2350
 1.00  4750. -1.5  2.0   0.0072
 1.50  4750. -1.5  2.0   0.3375
 1.50  4750. -1.5  2.0   0.2500
 1.50  4750. -1.5  2.0   0.0065
 2.00  4750. -1.5  2.0   0.3330
 2.00  4750. -1.5  2.0   0.2592
 2.00  4750. -1.5  2.0   0.0055
 2.50  4750. -1.5  2.0   0.3405
 2.50  4750. -1.5  2.0   0.2573
 2.50  4750. -1.5  2.0   0.0042
 3.00  4750. -1.5  2.0   0.3440
 3.00  4750. -1.5  2.0   0.2570
 3.00  4750. -1.5  2.0   0.0035
 3.50  4750. -1.5  2.0   0.3462
 3.50  4750. -1.5  2.0   0.2568
 3.50  4750. -1.5  2.0   0.0033
 4.00  4750. -1.5  2.0   0.3396
 4.00  4750. -1.5  2.0   0.2640
 4.00  4750. -1.5  2.0   0.0033
 4.50  4750. -1.5  2.0   0.3249
 4.50  4750. -1.5  2.0   0.2782
 4.50  4750. -1.5  2.0   0.0034
 5.00  4750. -1.5  2.0   0.2829
 5.00  4750. -1.5  2.0   0.3038
 5.00  4750. -1.5  2.0   0.0072
 0.00  5000. -1.5  2.0   0.3545
 0.00  5000. -1.5  2.0   0.2120
 0.00  5000. -1.5  2.0   0.0081
 0.50  5000. -1.5  2.0   0.3409
 0.50  5000. -1.5  2.0   0.2223
 0.50  5000. -1.5  2.0   0.0085
 1.00  5000. -1.5  2.0   0.3249
 1.00  5000. -1.5  2.0   0.2362
 1.00  5000. -1.5  2.0   0.0090
 1.50  5000. -1.5  2.0   0.3086
 1.50  5000. -1.5  2.0   0.2531
 1.50  5000. -1.5  2.0   0.0089
 2.00  5000. -1.5  2.0   0.2972
 2.00  5000. -1.5  2.0   0.2672
 2.00  5000. -1.5  2.0   0.0082
 2.50  5000. -1.5  2.0   0.2898
 2.50  5000. -1.5  2.0   0.2784
 2.50  5000. -1.5  2.0   0.0073
 3.00  5000. -1.5  2.0   0.2910
 3.00  5000. -1.5  2.0   0.2825
 3.00  5000. -1.5  2.0   0.0059
 3.50  5000. -1.5  2.0   0.2884
 3.50  5000. -1.5  2.0   0.2874
 3.50  5000. -1.5  2.0   0.0058
 4.00  5000. -1.5  2.0   0.2924
 4.00  5000. -1.5  2.0   0.2870
 4.00  5000. -1.5  2.0   0.0051
 4.50  5000. -1.5  2.0   0.2767
 4.50  5000. -1.5  2.0   0.3019
 4.50  5000. -1.5  2.0   0.0060
 5.00  5000. -1.5  2.0   0.2618
 5.00  5000. -1.5  2.0   0.3162
 5.00  5000. -1.5  2.0   0.0062
 0.00  5250. -1.5  2.0   0.3314
 0.00  5250. -1.5  2.0   0.2243
 0.00  5250. -1.5  2.0   0.0092
 0.50  5250. -1.5  2.0   0.3230
 0.50  5250. -1.5  2.0   0.2291
 0.50  5250. -1.5  2.0   0.0094
 1.00  5250. -1.5  2.0   0.3098
 1.00  5250. -1.5  2.0   0.2388
 1.00  5250. -1.5  2.0   0.0098
 1.50  5250. -1.5  2.0   0.2947
 1.50  5250. -1.5  2.0   0.2520
 1.50  5250. -1.5  2.0   0.0099
 2.00  5250. -1.5  2.0   0.2796
 2.00  5250. -1.5  2.0   0.2664
 2.00  5250. -1.5  2.0   0.0097
 2.50  5250. -1.5  2.0   0.2669
 2.50  5250. -1.5  2.0   0.2813
 2.50  5250. -1.5  2.0   0.0087
 3.00  5250. -1.5  2.0   0.2602
 3.00  5250. -1.5  2.0   0.2893
 3.00  5250. -1.5  2.0   0.0081
 3.50  5250. -1.5  2.0   0.2569
 3.50  5250. -1.5  2.0   0.2949
 3.50  5250. -1.5  2.0   0.0076
 4.00  5250. -1.5  2.0   0.2537
 4.00  5250. -1.5  2.0   0.2992
 4.00  5250. -1.5  2.0   0.0076
 4.50  5250. -1.5  2.0   0.2502
 4.50  5250. -1.5  2.0   0.3047
 4.50  5250. -1.5  2.0   0.0074
 5.00  5250. -1.5  2.0   0.2277
 5.00  5250. -1.5  2.0   0.3238
 5.00  5250. -1.5  2.0   0.0094
 0.00  5500. -1.5  2.0   0.2994
 0.00  5500. -1.5  2.0   0.2471
 0.00  5500. -1.5  2.0   0.0109
 0.50  5500. -1.5  2.0   0.3021
 0.50  5500. -1.5  2.0   0.2410
 0.50  5500. -1.5  2.0   0.0105
 1.00  5500. -1.5  2.0   0.2944
 1.00  5500. -1.5  2.0   0.2456
 1.00  5500. -1.5  2.0   0.0106
 1.50  5500. -1.5  2.0   0.2838
 1.50  5500. -1.5  2.0   0.2539
 1.50  5500. -1.5  2.0   0.0105
 2.00  5500. -1.5  2.0   0.2706
 2.00  5500. -1.5  2.0   0.2653
 2.00  5500. -1.5  2.0   0.0102
 2.50  5500. -1.5  2.0   0.2600
 2.50  5500. -1.5  2.0   0.2751
 2.50  5500. -1.5  2.0   0.0094
 3.00  5500. -1.5  2.0   0.2496
 3.00  5500. -1.5  2.0   0.2864
 3.00  5500. -1.5  2.0   0.0085
 3.50  5500. -1.5  2.0   0.2412
 3.50  5500. -1.5  2.0   0.2944
 3.50  5500. -1.5  2.0   0.0082
 4.00  5500. -1.5  2.0   0.2353
 4.00  5500. -1.5  2.0   0.2993
 4.00  5500. -1.5  2.0   0.0085
 4.50  5500. -1.5  2.0   0.2246
 4.50  5500. -1.5  2.0   0.3081
 4.50  5500. -1.5  2.0   0.0095
 5.00  5500. -1.5  2.0   0.2199
 5.00  5500. -1.5  2.0   0.3126
 5.00  5500. -1.5  2.0   0.0094
 0.00  5750. -1.5  2.0   0.3711
 0.00  5750. -1.5  2.0   0.1814
 0.00  5750. -1.5  2.0   0.0077
 0.50  5750. -1.5  2.0   0.2898
 0.50  5750. -1.5  2.0   0.2453
 0.50  5750. -1.5  2.0   0.0116
 1.00  5750. -1.5  2.0   0.2745
 1.00  5750. -1.5  2.0   0.2581
 1.00  5750. -1.5  2.0   0.0115
 1.50  5750. -1.5  2.0   0.2707
 1.50  5750. -1.5  2.0   0.2599
 1.50  5750. -1.5  2.0   0.0109
 2.00  5750. -1.5  2.0   0.2616
 2.00  5750. -1.5  2.0   0.2670
 2.00  5750. -1.5  2.0   0.0105
 2.50  5750. -1.5  2.0   0.2533
 2.50  5750. -1.5  2.0   0.2740
 2.50  5750. -1.5  2.0   0.0097
 3.00  5750. -1.5  2.0   0.2474
 3.00  5750. -1.5  2.0   0.2793
 3.00  5750. -1.5  2.0   0.0085
 3.50  5750. -1.5  2.0   0.2358
 3.50  5750. -1.5  2.0   0.2902
 3.50  5750. -1.5  2.0   0.0081
 4.00  5750. -1.5  2.0   0.2297
 4.00  5750. -1.5  2.0   0.2947
 4.00  5750. -1.5  2.0   0.0081
 4.50  5750. -1.5  2.0   0.2194
 4.50  5750. -1.5  2.0   0.3018
 4.50  5750. -1.5  2.0   0.0090
 5.00  5750. -1.5  2.0   0.2045
 5.00  5750. -1.5  2.0   0.3124
 5.00  5750. -1.5  2.0   0.0105
 0.00  6000. -1.5  2.0   0.3822
 0.00  6000. -1.5  2.0   0.1779
 0.00  6000. -1.5  2.0   0.0052
 0.50  6000. -1.5  2.0   0.3578
 0.50  6000. -1.5  2.0   0.1869
 0.50  6000. -1.5  2.0   0.0073
 1.00  6000. -1.5  2.0   0.2694
 1.00  6000. -1.5  2.0   0.2565
 1.00  6000. -1.5  2.0   0.0120
 1.50  6000. -1.5  2.0   0.2511
 1.50  6000. -1.5  2.0   0.2721
 1.50  6000. -1.5  2.0   0.0119
 2.00  6000. -1.5  2.0   0.2491
 2.00  6000. -1.5  2.0   0.2725
 2.00  6000. -1.5  2.0   0.0110
 2.50  6000. -1.5  2.0   0.2429
 2.50  6000. -1.5  2.0   0.2778
 2.50  6000. -1.5  2.0   0.0101
 3.00  6000. -1.5  2.0   0.2389
 3.00  6000. -1.5  2.0   0.2817
 3.00  6000. -1.5  2.0   0.0086
 3.50  6000. -1.5  2.0   0.2362
 3.50  6000. -1.5  2.0   0.2823
 3.50  6000. -1.5  2.0   0.0078
 4.00  6000. -1.5  2.0   0.2270
 4.00  6000. -1.5  2.0   0.2902
 4.00  6000. -1.5  2.0   0.0077
 4.50  6000. -1.5  2.0   0.2184
 4.50  6000. -1.5  2.0   0.2957
 4.50  6000. -1.5  2.0   0.0082
 5.00  6000. -1.5  2.0   0.2049
 5.00  6000. -1.5  2.0   0.3044
 5.00  6000. -1.5  2.0   0.0096
 0.50  6250. -1.5  2.0   0.3653
 0.50  6250. -1.5  2.0   0.1863
 0.50  6250. -1.5  2.0   0.0050
 1.00  6250. -1.5  2.0   0.3338
 1.00  6250. -1.5  2.0   0.2003
 1.00  6250. -1.5  2.0   0.0079
 1.50  6250. -1.5  2.0   0.2592
 1.50  6250. -1.5  2.0   0.2511
 1.50  6250. -1.5  2.0   0.0128
 2.00  6250. -1.5  2.0   0.2338
 2.00  6250. -1.5  2.0   0.2813
 2.00  6250. -1.5  2.0   0.0112
 2.50  6250. -1.5  2.0   0.2344
 2.50  6250. -1.5  2.0   0.2794
 2.50  6250. -1.5  2.0   0.0101
 3.00  6250. -1.5  2.0   0.2319
 3.00  6250. -1.5  2.0   0.2808
 3.00  6250. -1.5  2.0   0.0089
 3.50  6250. -1.5  2.0   0.2288
 3.50  6250. -1.5  2.0   0.2840
 3.50  6250. -1.5  2.0   0.0076
 4.00  6250. -1.5  2.0   0.2235
 4.00  6250. -1.5  2.0   0.2870
 4.00  6250. -1.5  2.0   0.0074
 4.50  6250. -1.5  2.0   0.2200
 4.50  6250. -1.5  2.0   0.2887
 4.50  6250. -1.5  2.0   0.0072
 5.00  6250. -1.5  2.0   0.2075
 5.00  6250. -1.5  2.0   0.2969
 5.00  6250. -1.5  2.0   0.0083
 0.50  6500. -1.5  2.0   0.3599
 0.50  6500. -1.5  2.0   0.1962
 0.50  6500. -1.5  2.0   0.0042
 1.00  6500. -1.5  2.0   0.3449
 1.00  6500. -1.5  2.0   0.1981
 1.00  6500. -1.5  2.0   0.0049
 1.50  6500. -1.5  2.0   0.3170
 1.50  6500. -1.5  2.0   0.2073
 1.50  6500. -1.5  2.0   0.0078
 2.00  6500. -1.5  2.0   0.2435
 2.00  6500. -1.5  2.0   0.2609
 2.00  6500. -1.5  2.0   0.0138
 2.50  6500. -1.5  2.0   0.2168
 2.50  6500. -1.5  2.0   0.2894
 2.50  6500. -1.5  2.0   0.0108
 3.00  6500. -1.5  2.0   0.2189
 3.00  6500. -1.5  2.0   0.2877
 3.00  6500. -1.5  2.0   0.0091
 3.50  6500. -1.5  2.0   0.2207
 3.50  6500. -1.5  2.0   0.2853
 3.50  6500. -1.5  2.0   0.0079
 4.00  6500. -1.5  2.0   0.2190
 4.00  6500. -1.5  2.0   0.2853
 4.00  6500. -1.5  2.0   0.0072
 4.50  6500. -1.5  2.0   0.2173
 4.50  6500. -1.5  2.0   0.2855
 4.50  6500. -1.5  2.0   0.0068
 5.00  6500. -1.5  2.0   0.2091
 5.00  6500. -1.5  2.0   0.2905
 5.00  6500. -1.5  2.0   0.0073
 0.50  6750. -1.5  2.0   0.3414
 0.50  6750. -1.5  2.0   0.2162
 0.50  6750. -1.5  2.0   0.0050
 1.00  6750. -1.5  2.0   0.3383
 1.00  6750. -1.5  2.0   0.2075
 1.00  6750. -1.5  2.0   0.0043
 1.50  6750. -1.5  2.0   0.3215
 1.50  6750. -1.5  2.0   0.2105
 1.50  6750. -1.5  2.0   0.0050
 2.00  6750. -1.5  2.0   0.2858
 2.00  6750. -1.5  2.0   0.2266
 2.00  6750. -1.5  2.0   0.0085
 2.50  6750. -1.5  2.0   0.2157
 2.50  6750. -1.5  2.0   0.2784
